client_id,cluster,tipo_cliente
1fa526a734b1da3f8e25de6cd5d025e7b7f7ac22078d075694975295d28d8e8d,2,novo
1faa50e53e1c725baa2f7a3f3c1f77483de33f7290d14d0a0337a9839c3f6c34,1,unico
1fc8ce637362224cb667efab3ec900f58cbfb14a9b2e25652cd0f4acbeb02caf,3,recorrente
1fc90eac5af2932d74af0e5c2a548bc0ae1bb60fa40858f69050b26dc2a51c0d,3,recorrente
1fcfdd8cd04ee1bd9a29fd783a635760959e8bb2ffc3fbe90d3470c29cc7ef1a,0,ativo
1fd7e7da289cb75c947e5570e5038221dc537a6954a409cade66195553d5de0c,1,unico
1fda3f154d68558686812a6d1f4ffdf07eb3c38b06e10942da6f6ac9836dfaab,0,ativo
1fde1d64a2bda6e3f391b4e624eafe60dbcf8f0f55864fcfda69750f564ebfcc,0,ativo
1fe58659d7f387d7175ad2ed65d36858c39815bc33f4f81cf7856727c0aedfa8,3,recorrente
1fe68f0615fbd01ea9326ed652733529563394da87822e17c5e936b2893e0c5d,0,ativo
1ff4682521cb336c7c3c2221180d28e460ce257db29f08f377962a35a51086af,3,recorrente
2011118373c38fe5a863e9b5600e4835ec3602f1d85df08f2ae350f1638cc2a1,0,ativo
201de5b183b64f03677a6e275d23ab03a92d7df7e8334f4c2fa2d420277f8e37,0,ativo
2034794e741e83be889a84c1bf511556c96bcf5de8e670976d36705b3f567c5d,3,recorrente
20746b91ee9d5a94329b8e448cf4f6389fab9057c14742cad6bedf50459c66db,3,recorrente
207a96e4f9734ff79be355d8b044b6f69f72f0ac47c33009569221af7b4ed230,2,novo
2086ebf82de59818a2b6647c1e042127439af8cd723c4ad7c7237b08f8f93960,0,ativo
20aaee93f3ed290043f82365784416d2482c20ab9887bf28aa98f6c24be36f38,0,ativo
20d06bbe254c04b286f0ea37be311bb640da349c8fa76bbb93b4e9a454c7e8bb,0,ativo
20e4247f1a649aafd7a2865ce8f5c634c0ad77c63f1f4e1f81fb0796f3b4e654,2,novo
21228264d78f26f07d1a71adf3505bc58b412c9a5fee7d6997c6005a1d293952,0,ativo
2129272d56da99b26d6d7f18d41f58817631f8cd8a0887e0c3c827cf5080db02,2,novo
2156d6be8ab6ca12665bb631e0f812198136a38c3d69e3f0d6c3dfa421217d94,0,ativo
2163fa28e447f694b804c3776e32c27265fa45bb92e547b740d213fbbf000a10,1,unico
21940fafa59fc418a6ed08b6076a4e5a2b7a757cb7a22b16f9ea875cc27aa7bf,0,ativo
219983cf793ae3d82c5899779c819d708e573820dc3ae94977d224ce0f7a44cb,0,ativo
219d349f478165bbc5131136a49d57c9bc1629cf2b7bc01445b222e1fb8ba49d,3,recorrente
21aae570d7a316bcb1b6d77120dfe3c6c9d09cbf639b0339f2a0f511ae7a8972,0,ativo
21cb9886f09318cf84616c3863381c263a4e5dc1e0ece4593c90235d338009c3,3,recorrente
21ebc83ebc53c67083219dc02e8772b1deca3d070a6d5138bf64409e3d3b5f06,0,ativo
21eca2161c4df22a2d90a0cd25b0fd5790c71bc388e612018c42667089d478a5,0,ativo
2229451970e3a5b7ffdf5614536a48e6ea36b7a00957277907e76d54004f4816,0,ativo
2241ce1395c20f9e01b0b338a9fb01698b9d3c0a707ffd00ed2e61ff3ecb4b9f,3,recorrente
2278a6a792d9757fd312d02962bb404005c6638651b81e0fea1e141b2e0df769,0,ativo
228779b1072b32ee0d7b6cd11f6f92960a1b0c86f070fdc4b94dd0befe6d3fd8,2,novo
229c351f0230bfb449b2013515742b965d21c5b83f7821fa0c09e55b37c3922c,1,unico
22bed962aa33bbfcbc65cf6090efa57d41cf6292ca9ca4687de250b0f9acfe7a,0,ativo
22c4d6656675fe4c6a4ba34a95a883046ecb969c6fdf752ec88de4e1ee81daf9,1,unico
22c7840f9508c482b1f654d011ade027be53beb927c6e46069bdb8ae18383cf4,3,recorrente
22cf91a04352e3171aa56eccd3404c115cccf99dd2f36693f77d1f4763e30d0d,3,recorrente
22d6d4577a14c26d2c76fd5639c3bbca19cc1ad0545d664bf116c49a1a457077,0,ativo
22dcdc976503d514b0e1f216068651c63d47dc38783c1eebd573c1f2cc6c58f0,2,novo
22e751394b60d634e27c4436101902f8d12c2ebdbf9a780c3a387df207a3f795,3,recorrente
22f1bfb256c8abdec93716d3902b90d963ba9615d83f79ebd28f3b7804473383,0,ativo
23156aa224e6bd5d2696f878040d4b79df0526626d09f1aeb71cdd3076554f6d,0,ativo
232fd0b9e87ae7db10ea2085f83b752ad9b18852d10a56f48b2d1e9e449f5941,0,ativo
23394dc689684e3bb43e937cc5384cba3a4e2ab682d5b8f9cebf01379520cd21,3,recorrente
2345e1d28b1713ea24bdc197dd8944a08e9971794d3e9cf0024e307e54bea5e7,3,recorrente
234918ae7ca7c5614897a859c4e2bdf1d4783633efcb9bf3d3fcaeac5bad0de1,0,ativo
23a2792419a7a86382be941503a649ef1e48e50a98308945acc0e3adc62174b5,3,recorrente
23c697ec1963d0098ebc65b35a899155da8c7b41442e56b386a429cefed4b5be,0,ativo
23f5291f2cba1db795daec8505837149a9301df9d7f51ce5fde007f014690409,3,recorrente
245e9f0792fefa50742a951c22f5c87fe6083a4090e349ff5738c8235e33671a,3,recorrente
246a15d1f1b74cc2dc0417eafd47d4fef9beb026cd65d1de4c321944354c4037,3,recorrente
246e741c813dcbd53abd497ee16cc47eeeba48c6f1fbecc3504400e182abfeda,3,recorrente
2476acfe3c84072678f6ce03bdbcf81663a54f484c46b8b87b1b3fb86e85a441,0,ativo
24771debbaa169defe772bd84de0674ccd18053ac2f57cdc031711984de02091,0,ativo
24a87ccc28e56602f99c6915d4674fd62caeba4d965ab429002c1a88a69792a3,3,recorrente
24abb2bf233a1ec9290937f6df6838473754f88e41d9421d0bb2b746859e276d,3,recorrente
24d8bb4fd67187172e65aab532fbe2f353e576b4563192f2339d1db5574b9842,0,ativo
24eb5d7c88705ccd448bb38383aacf71942b70b82a68b625d889fe4d255ec870,0,ativo
24f2efea389ff4e65882a94089be669f4a4b7d292305b986bddc661129a1b413,3,recorrente
24f7cffc096859f44a2b74384a846420cac9cdbeaa0bd2c28a00d90a8604f55b,0,ativo
24fc3f1c7fb77d3811b20b829e91b39b22ad90805ac731473dbdcc64c83ef4a2,3,recorrente
2529e952b45f7ccac88e9c42a82b080a7220a2d38fde5f15561bffdde844f0ab,0,ativo
25329e82c7029f858930957a54b830ae5d8c46631821c5bc0c2e2bf467c2ddde,3,recorrente
254775092a7cf14ef5007ffc655972869173de3039683e4c40a43ecf5aff1560,0,ativo
2557de33abb861475113ee6bfb7b7d1ce6bab5a34522a8cd986e70b216f5d5fa,0,ativo
255c300e30f65fddc7ace65af189a99c52d888bef6551979341674f08eab2204,3,recorrente
2570f3bc302b9bcffaf4d9ffcf7e7fc10c24e6d72da959ee6ea3439df9711840,0,ativo
257f59a8a0eab866efcd9e22403e9f5d64a243287adeb39f7cbf8f5192c3d137,0,ativo
25b2a4ae8057277611d7f03a6579fdeb4cf9de45c3d899009e175b0f43768385,2,novo
260e8fe15689c15390a5f37eb119c3dc0e20dda4a5da56b052ea8e12cf356d00,3,recorrente
26124a46f6833342e4bd12e4e8678190239d89dde0b7ea06de346dc31fbb5ce1,2,novo
26163acbc79ab407d35ab371f0bd7dbcf402c227061a06daafda7d8dc5e09e91,0,ativo
26348260309b22758516240ff33f36f94c70a808b90988cc9d9e010dc9eaff45,1,unico
2640b6e5f4458e13d24242ee6069b1d7b251abca1ebdf0a3f12133b8c1731b03,0,ativo
2644b8aac0de36fe241cec109a37ae7343ce5d5f6ce8d702487a4dd2058ca89d,3,recorrente
26454fdb73ea9dde26c5b1f8d6584067aab1d90854a4922a9919bd8b14c94533,3,recorrente
26c6c850df0cd5aeaa11783b5ab6db5e18597e5006e7a15e5bb3c1177c98e140,0,ativo
26d713c8a011f050761ccb5b60c274f2fad5ce620c3ae77948691db35e63ba5f,0,ativo
26ec33fc64435bfe14b5ef146c09980ff5ca70cd6f27fc6c1e749d09559e5bb5,0,ativo
26f893af46b474fddd0ca9655be7c4ea5d4952d729b13c305adcb1109cf0225d,1,unico
